Place_id,Title,Category,Distance,Rating,Price,Timing,Closed
TD-332,Juggernaut,Food,10,4.878533375,734,9:30–17:290,Nil
TD-333,Comorin,Food,6,4.06715906,1413,9:30–17:291,Nil
TD-334,Viet:Nom,Food,25,4.269545513,1017,9:30–17:292,Nil
TD-335,Cafeteria & Co.,Food,13,4.047005717,1103,9:30–17:293,Nil
TD-336,Sana-Di-Ge,Food,11,4.233129663,1613,9:30–17:294,Nil
TD-337,Pa Pa Ya,Food,0,4.016380034,1591,9:30–17:295,Nil
TD-338,Yum Yum Cha,Food,25,4.520660777,810,9:30–17:296,Nil
TD-339,Coast Cafe,Food,2,4.700833398,1349,9:30–17:297,Nil
TD-340,PizzaExpress,Food,15,4.440991957,1100,9:30–17:298,Nil
TD-341,The Big Chill Cakery,Food,6,4.438946094,1580,9:30–17:299,Nil
TD-342,Music & Mountains - Hillside Cafe,Food,21,4.699750024,1278,9:30–17:300,Nil
TD-343,Gulati,Food,5,4.320057375,1018,9:30–17:301,Nil
TD-344,Olive Bar & Kitchen,Food,12,4.100670077,943,9:30–17:302,Nil
TD-345,The Grammar Room,Food,0,4.72245814,665,9:30–17:303,Nil
TD-346,Chaina Ram Sindhi Confectioners,Food,25,4.493237229,1304,9:30–17:304,Nil
TD-347,Sevilla - The Claridges,Food,22,4.19953718,785,9:30–17:305,Nil
TD-348,Bo Tai,Food,15,4.541772724,834,9:30–17:306,Nil
TD-349,Cafe Wink,Food,14,4.663381608,992,9:30–17:307,Nil
TD-350,Dum-Pukht - ITC Maurya,Food,20,4.149992147,1071,9:30–17:308,Nil
TD-351,Burma Burma,Food,6,4.888764185,783,9:30–17:309,Nil
TD-352,The Big Chill,Food,2,4.774754838,1251,9:30–17:310,Nil
TD-353,Carnatic Cafe,Food,20,4.275484327,1213,9:30–17:311,Nil
TD-354,"Cocktails & Dreams, Speakeasy",Food,14,4.823058666,1274,9:30–17:312,Nil
TD-355,Natural Ice Cream,Food,0,4.716209365,972,9:30–17:313,Nil
TD-356,Kuremal Mohan Lal Kulfi Wale,Food,5,4.468467517,1528,9:30–17:314,Nil
TD-357,Juggernaut,Food,1,4.907282263,621,9:30–17:315,Nil
TD-358,Comorin,Food,16,4.441693938,651,9:30–17:316,Nil
TD-359,Viet:Nom,Food,10,4.926848665,1667,9:30–17:317,Nil
TD-360,Cafeteria & Co.,Food,7,4.725587919,1628,9:30–17:318,Nil
TD-361,Sana-Di-Ge,Food,8,4.584389687,745,9:30–17:319,Nil
TD-362,Pa Pa Ya,Food,20,4.553206701,1683,9:30–17:320,Nil
TD-363,Yum Yum Cha,Food,2,4.446189557,663,9:30–17:321,Nil
TD-364,Coast Cafe,Food,14,4.115777015,815,9:30–17:322,Nil
TD-365,PizzaExpress,Food,20,4.78819399,842,9:30–17:323,Nil
TD-366,The Big Chill Cakery,Food,2,4.602067998,1032,9:30–17:324,Nil
TD-367,Music & Mountains - Hillside Cafe,Food,6,4.852017198,940,9:30–17:325,Nil
TD-368,Gulati,Food,12,4.122633838,1179,9:30–17:326,Nil
TD-369,Olive Bar & Kitchen,Food,2,4.848856751,1208,9:30–17:327,Nil
TD-370,The Grammar Room,Food,22,4.690746646,1601,9:30–17:328,Nil
TD-371,Chaina Ram Sindhi Confectioners,Food,8,4.544458345,1307,9:30–17:329,Nil
TD-372,Sevilla - The Claridges,Food,4,4.371209961,838,9:30–17:330,Nil
TD-373,Bo Tai,Food,8,4.823094507,1626,9:30–17:331,Nil
TD-374,Cafe Wink,Food,5,4.879755255,1442,9:30–17:332,Nil
TD-375,Dum-Pukht - ITC Maurya,Food,0,4.44291511,1296,9:30–17:333,Nil
TD-376,Burma Burma,Food,23,4.97403953,1044,9:30–17:334,Nil
TD-377,The Big Chill,Food,7,4.585581485,1625,9:30–17:335,Nil
TD-378,Carnatic Cafe,Food,22,4.932799631,1571,9:30–17:336,Nil
TD-379,"Cocktails & Dreams, Speakeasy",Food,19,4.864302461,756,9:30–17:337,Nil
TD-380,Natural Ice Cream,Food,10,4.549310719,967,9:30–17:338,Nil
TD-381,Kuremal Mohan Lal Kulfi Wale,Food,1,4.767385282,1028,9:30–17:339,Nil
TD-382,Juggernaut,Food,5,4.91781165,1664,9:30–17:340,Nil
TD-383,Comorin,Food,18,4.036342819,645,9:30–17:341,Nil
TD-384,Viet:Nom,Food,12,4.444164036,848,9:30–17:342,Nil
TD-385,Cafeteria & Co.,Food,11,4.173350509,667,9:30–17:343,Nil
TD-386,Sana-Di-Ge,Food,17,4.449590427,972,9:30–17:344,Nil
TD-387,Pa Pa Ya,Food,8,4.296102548,553,9:30–17:345,Nil
TD-388,Yum Yum Cha,Food,9,4.585174235,790,9:30–17:346,Nil
TD-389,Coast Cafe,Food,7,4.16559545,879,9:30–17:347,Nil
TD-390,PizzaExpress,Food,11,4.223104025,562,9:30–17:348,Nil
TD-391,The Big Chill Cakery,Food,13,4.791137732,1429,9:30–17:349,Nil
TD-392,Music & Mountains - Hillside Cafe,Food,0,4.819755752,1437,9:30–17:350,Nil
TD-393,Gulati,Food,15,4.59329108,1112,9:30–17:351,Nil
TD-394,Olive Bar & Kitchen,Food,16,4.709637679,862,9:30–17:352,Nil
TD-395,The Grammar Room,Food,21,4.626176289,510,9:30–17:353,Nil
TD-396,Chaina Ram Sindhi Confectioners,Food,6,4.135044144,1087,9:30–17:354,Nil
TD-397,Sevilla - The Claridges,Food,14,4.352771489,995,9:30–17:355,Nil
TD-398,Bo Tai,Food,22,4.120072781,690,9:30–17:356,Nil
TD-399,Cafe Wink,Food,24,4.799948337,858,9:30–17:357,Nil
TD-400,Dum-Pukht - ITC Maurya,Food,16,4.747296473,527,9:30–17:358,Nil
TD-401,Burma Burma,Food,12,4.430572608,1345,9:30–17:359,Nil
TD-402,The Big Chill,Food,3,4.264150208,1610,9:30–17:360,Nil
TD-403,Carnatic Cafe,Food,1,4.058729476,1319,9:30–17:361,Nil
TD-404,"Cocktails & Dreams, Speakeasy",Food,7,4.659507966,847,9:30–17:362,Nil
TD-405,Natural Ice Cream,Food,3,4.154231645,569,9:30–17:363,Nil
TD-406,Kuremal Mohan Lal Kulfi Wale,Food,11,4.687599682,1133,9:30–17:364,Nil
TD-407,Juggernaut,Food,8,4.178138963,1610,9:30–17:365,Nil
TD-408,Comorin,Food,6,4.948968595,804,9:30–17:366,Nil
TD-409,Viet:Nom,Food,24,4.305336844,588,9:30–17:367,Nil
TD-410,Cafeteria & Co.,Food,4,4.486012513,685,9:30–17:368,Nil
TD-411,Sana-Di-Ge,Food,0,4.881723743,1097,9:30–17:369,Nil
TD-412,Pa Pa Ya,Food,2,4.779714259,1433,9:30–17:370,Nil
TD-413,Yum Yum Cha,Food,18,4.324566521,1560,9:30–17:371,Nil
TD-414,Coast Cafe,Food,17,4.102723949,1608,9:30–17:372,Nil
TD-415,PizzaExpress,Food,1,4.707020449,994,9:30–17:373,Nil
TD-416,The Big Chill Cakery,Food,8,4.562801611,1691,9:30–17:374,Nil
TD-417,Music & Mountains - Hillside Cafe,Food,21,4.728492804,918,9:30–17:375,Nil
TD-418,Gulati,Food,21,4.141205544,1687,9:30–17:376,Nil
TD-419,Olive Bar & Kitchen,Food,19,4.66164212,1474,9:30–17:377,Nil
TD-420,The Grammar Room,Food,18,4.178800963,1010,9:30–17:378,Nil
TD-421,Chaina Ram Sindhi Confectioners,Food,12,4.043804936,1527,9:30–17:379,Nil
TD-422,Sevilla - The Claridges,Food,2,4.44787757,787,9:30–17:380,Nil
TD-423,Bo Tai,Food,20,4.03249759,1169,9:30–17:381,Nil
TD-424,Cafe Wink,Food,11,4.335495015,670,9:30–17:382,Nil
TD-425,Dum-Pukht - ITC Maurya,Food,14,4.588211801,1461,9:30–17:383,Nil
TD-426,Burma Burma,Food,10,4.754775551,965,9:30–17:384,Nil
TD-427,The Big Chill,Food,20,4.333845673,604,9:30–17:385,Nil
TD-428,Carnatic Cafe,Food,24,4.775980877,1244,9:30–17:386,Nil
TD-429,"Cocktails & Dreams, Speakeasy",Food,10,4.963456742,1670,9:30–17:387,Nil
TD-430,Natural Ice Cream,Food,6,4.690326707,1237,9:30–17:388,Nil
TD-431,Kuremal Mohan Lal Kulfi Wale,Food,12,4.313968752,585,9:30–17:389,Nil
TD-432,Juggernaut,Food,10,4.809155679,1348,9:30–17:390,Nil
TD-433,Comorin,Food,13,4.267798202,1595,9:30–17:391,Nil
TD-434,Viet:Nom,Food,23,4.653603488,1044,9:30–17:392,Nil
TD-435,Cafeteria & Co.,Food,14,4.585095937,779,9:30–17:393,Nil
TD-436,Sana-Di-Ge,Food,3,4.681752128,1100,9:30–17:394,Nil
TD-437,Pa Pa Ya,Food,23,4.43778302,1354,9:30–17:395,Nil
TD-438,Yum Yum Cha,Food,18,4.548448621,539,9:30–17:396,Nil
TD-439,Coast Cafe,Food,13,4.161108211,781,9:30–17:397,Nil
TD-440,PizzaExpress,Food,9,4.561385999,1178,9:30–17:398,Nil
TD-441,The Big Chill Cakery,Food,1,4.062986075,1200,9:30–17:399,Nil
TD-442,Music & Mountains - Hillside Cafe,Food,9,4.470897532,1315,9:30–17:400,Nil
TD-443,Gulati,Food,6,4.542727013,1091,9:30–17:401,Nil
TD-444,Olive Bar & Kitchen,Food,9,4.753340391,1535,9:30–17:402,Nil
TD-445,The Grammar Room,Food,20,4.00928098,1379,9:30–17:403,Nil
TD-446,Chaina Ram Sindhi Confectioners,Food,5,4.019571205,688,9:30–17:404,Nil
TD-447,Sevilla - The Claridges,Food,15,4.630529482,655,9:30–17:405,Nil
TD-448,Bo Tai,Food,22,4.68248722,720,9:30–17:406,Nil
TD-449,Cafe Wink,Food,15,4.96533838,1119,9:30–17:407,Nil
TD-450,Dum-Pukht - ITC Maurya,Food,6,4.403265528,975,9:30–17:408,Nil
TD-451,Burma Burma,Food,13,4.456130002,1281,9:30–17:409,Nil
TD-452,The Big Chill,Food,22,4.166852447,832,9:30–17:410,Nil
TD-453,Carnatic Cafe,Food,8,4.0777644,1224,9:30–17:411,Nil
TD-454,"Cocktails & Dreams, Speakeasy",Food,1,4.088584256,935,9:30–17:412,Nil
TD-455,Natural Ice Cream,Food,18,4.37073597,1679,9:30–17:413,Nil
TD-456,Kuremal Mohan Lal Kulfi Wale,Food,6,4.981012311,601,9:30–17:414,Nil
TD-457,Juggernaut,Food,14,4.73677767,1296,9:30–17:415,Nil
TD-458,Comorin,Food,14,4.293934716,1237,9:30–17:416,Nil
TD-459,Viet:Nom,Food,2,4.18995034,1187,9:30–17:417,Nil
TD-460,Cafeteria & Co.,Food,20,4.367564953,1579,9:30–17:418,Nil
TD-461,Sana-Di-Ge,Food,10,4.385247279,1319,9:30–17:419,Nil
TD-462,Pa Pa Ya,Food,8,4.253285759,1512,9:30–17:420,Nil
TD-463,Yum Yum Cha,Food,4,4.559693366,1370,9:30–17:421,Nil
TD-464,Coast Cafe,Food,14,4.935123414,852,9:30–17:422,Nil
TD-465,PizzaExpress,Food,3,4.17499026,660,9:30–17:423,Nil
TD-466,The Big Chill Cakery,Food,19,4.694115929,1100,9:30–17:424,Nil
TD-467,Music & Mountains - Hillside Cafe,Food,2,4.996375774,1472,9:30–17:425,Nil
TD-468,Gulati,Food,9,4.259693613,1641,9:30–17:426,Nil
TD-469,Olive Bar & Kitchen,Food,25,4.026558871,624,9:30–17:427,Nil
TD-470,The Grammar Room,Food,14,4.658614781,987,9:30–17:428,Nil
TD-471,Chaina Ram Sindhi Confectioners,Food,21,4.331779682,1006,9:30–17:429,Nil
TD-472,Sevilla - The Claridges,Food,25,4.524056404,1239,9:30–17:430,Nil
TD-473,Bo Tai,Food,7,4.189215393,587,9:30–17:431,Nil
TD-474,Cafe Wink,Food,7,4.445541459,1392,9:30–17:432,Nil
TD-475,Dum-Pukht - ITC Maurya,Food,19,4.79207612,910,9:30–17:433,Nil
TD-476,Burma Burma,Food,15,4.317563176,726,9:30–17:434,Nil
TD-477,The Big Chill,Food,5,4.168371582,675,9:30–17:435,Nil
TD-478,Carnatic Cafe,Food,14,4.433601539,1604,9:30–17:436,Nil
TD-479,"Cocktails & Dreams, Speakeasy",Food,18,4.192399262,1368,9:30–17:437,Nil
TD-480,Natural Ice Cream,Food,0,4.011435972,795,9:30–17:438,Nil
TD-481,Kuremal Mohan Lal Kulfi Wale,Food,1,4.595037155,1265,9:30–17:439,Nil
TD-482,Juggernaut,Food,5,4.082001915,1560,9:30–17:440,Nil
TD-483,Comorin,Food,23,4.820468897,914,9:30–17:441,Nil
TD-484,Viet:Nom,Food,4,4.836950944,608,9:30–17:442,Nil
TD-485,Cafeteria & Co.,Food,1,4.915105985,1146,9:30–17:443,Nil
TD-486,Sana-Di-Ge,Food,15,4.705179469,1618,9:30–17:444,Nil
TD-487,Pa Pa Ya,Food,15,4.223492063,1523,9:30–17:445,Nil
TD-488,Yum Yum Cha,Food,8,4.781078739,960,9:30–17:446,Nil
TD-489,Coast Cafe,Food,4,4.682038279,1470,9:30–17:447,Nil
TD-490,PizzaExpress,Food,21,4.461666004,1100,9:30–17:448,Nil
TD-491,The Big Chill Cakery,Food,5,4.111035983,993,9:30–17:449,Nil
TD-492,Music & Mountains - Hillside Cafe,Food,11,4.343164946,1669,9:30–17:450,Nil
TD-493,Gulati,Food,7,4.584990238,1693,9:30–17:451,Nil
TD-494,Olive Bar & Kitchen,Food,19,4.246025769,1057,9:30–17:452,Nil
TD-495,The Grammar Room,Food,4,4.13325534,1572,9:30–17:453,Nil
TD-496,Chaina Ram Sindhi Confectioners,Food,4,4.40495256,1681,9:30–17:454,Nil
TD-497,Sevilla - The Claridges,Food,5,4.544194926,581,9:30–17:455,Nil
TD-498,Bo Tai,Food,3,4.254471466,553,9:30–17:456,Nil
TD-499,Cafe Wink,Food,17,4.50496573,1567,9:30–17:457,Nil
TD-500,Dum-Pukht - ITC Maurya,Food,10,4.588016813,1060,9:30–17:458,Nil
TD-501,Burma Burma,Food,23,4.115477316,1105,9:30–17:459,Nil
TD-502,The Big Chill,Food,0,4.071623766,1070,9:30–17:460,Nil
TD-503,Carnatic Cafe,Food,25,4.164575875,1629,9:30–17:461,Nil
TD-504,"Cocktails & Dreams, Speakeasy",Food,4,4.636912045,1292,9:30–17:462,Nil
TD-505,Natural Ice Cream,Food,25,4.52615312,1186,9:30–17:463,Nil
TD-506,Kuremal Mohan Lal Kulfi Wale,Food,2,4.557132402,1424,9:30–17:464,Nil
TD-507,Juggernaut,Food,24,4.933644396,1368,9:30–17:465,Nil
TD-508,Comorin,Food,14,4.865039015,1250,9:30–17:466,Nil
TD-509,Viet:Nom,Food,18,4.680442789,1080,9:30–17:467,Nil
TD-510,Cafeteria & Co.,Food,7,4.867448425,1418,9:30–17:468,Nil
TD-511,Sana-Di-Ge,Food,24,4.919682639,662,9:30–17:469,Nil
TD-512,Pa Pa Ya,Food,24,4.427991571,1245,9:30–17:470,Nil
TD-513,Yum Yum Cha,Food,22,4.029565577,1513,9:30–17:471,Nil
TD-514,Coast Cafe,Food,14,4.648092853,692,9:30–17:472,Nil
TD-515,PizzaExpress,Food,19,4.674994517,1483,9:30–17:473,Nil
TD-516,The Big Chill Cakery,Food,23,4.339614087,850,9:30–17:474,Nil
TD-517,Music & Mountains - Hillside Cafe,Food,23,4.897201853,1125,9:30–17:475,Nil
TD-518,Gulati,Food,7,4.509473409,953,9:30–17:476,Nil
TD-519,Olive Bar & Kitchen,Food,4,4.756289556,1179,9:30–17:477,Nil
TD-520,The Grammar Room,Food,6,4.66164159,1060,9:30–17:478,Nil
TD-521,Chaina Ram Sindhi Confectioners,Food,17,4.050870365,986,9:30–17:479,Nil
TD-522,Sevilla - The Claridges,Food,18,4.780123771,1622,9:30–17:480,Nil
TD-523,Bo Tai,Food,3,4.463077213,1107,9:30–17:481,Nil
TD-524,Cafe Wink,Food,16,4.421329882,1080,9:30–17:482,Nil
TD-525,Dum-Pukht - ITC Maurya,Food,17,4.096994604,581,9:30–17:483,Nil
TD-526,Burma Burma,Food,9,4.266397829,566,9:30–17:484,Nil
TD-527,The Big Chill,Food,20,4.777929272,1345,9:30–17:485,Nil
TD-528,Carnatic Cafe,Food,5,4.616549414,1518,9:30–17:486,Nil
TD-529,"Cocktails & Dreams, Speakeasy",Food,11,4.30549441,1482,9:30–17:487,Nil
TD-530,Natural Ice Cream,Food,12,4.675273682,510,9:30–17:488,Nil
TD-531,Kuremal Mohan Lal Kulfi Wale,Food,3,4.124425007,834,9:30–17:489,Nil
TD-532,Juggernaut,Food,19,4.663656751,1386,9:30–17:490,Nil
TD-533,Comorin,Food,2,4.931093813,1432,9:30–17:491,Nil
TD-534,Viet:Nom,Food,6,4.853558562,548,9:30–17:492,Nil
TD-535,Cafeteria & Co.,Food,12,4.014154816,1269,9:30–17:493,Nil
TD-536,Sana-Di-Ge,Food,5,4.051902864,1505,9:30–17:494,Nil
TD-537,Pa Pa Ya,Food,24,4.29770994,1067,9:30–17:495,Nil
TD-538,Yum Yum Cha,Food,3,4.972074351,807,9:30–17:496,Nil
TD-539,Coast Cafe,Food,11,4.940896492,1434,9:30–17:497,Nil
TD-540,PizzaExpress,Food,14,4.216932451,1501,9:30–17:498,Nil
TD-541,The Big Chill Cakery,Food,12,4.874514773,902,9:30–17:499,Nil
TD-542,Music & Mountains - Hillside Cafe,Food,11,4.112473882,1195,9:30–17:500,Nil
TD-543,Gulati,Food,21,4.352399426,1317,9:30–17:501,Nil
TD-544,Olive Bar & Kitchen,Food,11,4.157570624,1478,9:30–17:502,Nil
TD-545,The Grammar Room,Food,18,4.004665847,888,9:30–17:503,Nil
TD-546,Chaina Ram Sindhi Confectioners,Food,23,4.009128773,865,9:30–17:504,Nil
TD-547,Sevilla - The Claridges,Food,1,4.136754562,1078,9:30–17:505,Nil
TD-548,Bo Tai,Food,20,4.02069929,1550,9:30–17:506,Nil
TD-549,Cafe Wink,Food,4,4.097789425,1169,9:30–17:507,Nil
TD-550,Dum-Pukht - ITC Maurya,Food,9,4.066768591,1130,9:30–17:508,Nil
TD-551,Burma Burma,Food,0,4.035974137,604,9:30–17:509,Nil
TD-552,The Big Chill,Food,10,4.310020329,1075,9:30–17:510,Nil
TD-553,Carnatic Cafe,Food,22,4.487180555,979,9:30–17:511,Nil
TD-554,"Cocktails & Dreams, Speakeasy",Food,15,4.221225883,1295,9:30–17:512,Nil
TD-555,Natural Ice Cream,Food,2,4.369682786,561,9:30–17:513,Nil
TD-556,Kuremal Mohan Lal Kulfi Wale,Food,18,4.374596817,1674,9:30–17:514,Nil
TD-557,Juggernaut,Food,19,4.231581542,1480,9:30–17:515,Nil
TD-558,Comorin,Food,2,4.862843454,1026,9:30–17:516,Nil
TD-559,Viet:Nom,Food,23,4.29852343,1291,9:30–17:517,Nil
TD-560,Cafeteria & Co.,Food,22,4.975185626,1325,9:30–17:518,Nil
TD-561,Sana-Di-Ge,Food,25,4.314703656,1671,9:30–17:519,Nil
TD-562,Pa Pa Ya,Food,9,4.269979893,1506,9:30–17:520,Nil
TD-563,Yum Yum Cha,Food,0,4.442326941,1194,9:30–17:521,Nil
TD-564,Coast Cafe,Food,22,4.687750138,953,9:30–17:522,Nil
TD-565,PizzaExpress,Food,7,4.297194666,1524,9:30–17:523,Nil
TD-566,The Big Chill Cakery,Food,18,4.527937131,1172,9:30–17:524,Nil
TD-567,Music & Mountains - Hillside Cafe,Food,9,4.731865233,1475,9:30–17:525,Nil
TD-568,Gulati,Food,19,4.591296994,1510,9:30–17:526,Nil
TD-569,Olive Bar & Kitchen,Food,0,4.608114226,1279,9:30–17:527,Nil
TD-570,The Grammar Room,Food,0,4.763545037,1038,9:30–17:528,Nil
TD-571,Chaina Ram Sindhi Confectioners,Food,6,4.665638769,1139,9:30–17:529,Nil
TD-572,Sevilla - The Claridges,Food,25,4.407114938,1335,9:30–17:530,Nil
TD-573,Bo Tai,Food,25,4.047998925,932,9:30–17:531,Nil
TD-574,Cafe Wink,Food,4,4.659806042,1207,9:30–17:532,Nil
TD-575,Dum-Pukht - ITC Maurya,Food,9,4.223169897,1151,9:30–17:533,Nil
TD-576,Burma Burma,Food,24,4.589634178,1236,9:30–17:534,Nil
TD-577,The Big Chill,Food,14,4.212003859,887,9:30–17:535,Nil
TD-578,Carnatic Cafe,Food,11,4.334979033,1009,9:30–17:536,Nil
TD-579,"Cocktails & Dreams, Speakeasy",Food,20,4.979570389,1100,9:30–17:537,Nil
TD-580,Natural Ice Cream,Food,24,4.130836108,1147,9:30–17:538,Nil
TD-581,Kuremal Mohan Lal Kulfi Wale,Food,19,4.745172352,590,9:30–17:539,Nil
TD-582,Juggernaut,Food,3,4.304131618,1059,9:30–17:540,Nil
TD-583,Comorin,Food,25,4.1757774,1230,9:30–17:541,Nil
TD-584,Viet:Nom,Food,19,4.953976876,569,9:30–17:542,Nil
TD-585,Cafeteria & Co.,Food,24,4.622079438,762,9:30–17:543,Nil
TD-586,Sana-Di-Ge,Food,17,4.957551388,1240,9:30–17:544,Nil
TD-587,Pa Pa Ya,Food,21,4.262920658,1404,9:30–17:545,Nil
TD-588,Yum Yum Cha,Food,9,4.047290196,631,9:30–17:546,Nil
TD-589,Coast Cafe,Food,11,4.273724447,1700,9:30–17:547,Nil
TD-590,PizzaExpress,Food,22,4.313136643,1154,9:30–17:548,Nil
TD-591,The Big Chill Cakery,Food,17,4.509509395,897,9:30–17:549,Nil
TD-592,Music & Mountains - Hillside Cafe,Food,3,4.963507278,1345,9:30–17:550,Nil
TD-593,Gulati,Food,13,4.165684019,985,9:30–17:551,Nil
TD-594,Olive Bar & Kitchen,Food,22,4.664378218,579,9:30–17:552,Nil
TD-595,The Grammar Room,Food,8,4.097527528,859,9:30–17:553,Nil
TD-596,Chaina Ram Sindhi Confectioners,Food,1,4.820593416,1373,9:30–17:554,Nil
TD-597,Sevilla - The Claridges,Food,7,4.662448518,546,9:30–17:555,Nil
TD-598,Bo Tai,Food,4,4.775397369,934,9:30–17:556,Nil
TD-599,Cafe Wink,Food,13,4.468117917,1047,9:30–17:557,Nil
TD-600,Dum-Pukht - ITC Maurya,Food,16,4.968901908,584,9:30–17:558,Nil
TD-601,Burma Burma,Food,5,4.384845946,1627,9:30–17:559,Nil
TD-602,The Big Chill,Food,13,4.513265606,1455,9:30–17:560,Nil
TD-603,Carnatic Cafe,Food,11,4.047521579,1155,9:30–17:561,Nil
TD-604,"Cocktails & Dreams, Speakeasy",Food,5,4.19273548,861,9:30–17:562,Nil
TD-605,Natural Ice Cream,Food,10,4.912462387,1140,9:30–17:563,Nil
TD-606,Kuremal Mohan Lal Kulfi Wale,Food,6,4.356037836,617,9:30–17:564,Nil
TD-607,Juggernaut,Food,3,4.527945965,1414,9:30–17:565,Nil
TD-608,Comorin,Food,22,4.038589839,1281,9:30–17:566,Nil
TD-609,Viet:Nom,Food,20,4.431789057,819,9:30–17:567,Nil
TD-610,Cafeteria & Co.,Food,19,4.08713,512,9:30–17:568,Nil
TD-611,Sana-Di-Ge,Food,3,4.372446812,1180,9:30–17:569,Nil
TD-612,Pa Pa Ya,Food,22,4.813150874,890,9:30–17:570,Nil
TD-613,Yum Yum Cha,Food,15,4.802265337,1128,9:30–17:571,Nil
TD-614,Coast Cafe,Food,10,4.732551123,1192,9:30–17:572,Nil
TD-615,PizzaExpress,Food,1,4.993078614,1383,9:30–17:573,Nil
TD-616,The Big Chill Cakery,Food,14,4.267993337,1443,9:30–17:574,Nil
TD-617,Music & Mountains - Hillside Cafe,Food,8,4.803485689,524,9:30–17:575,Nil
TD-618,Gulati,Food,14,4.755629543,810,9:30–17:576,Nil
TD-619,Olive Bar & Kitchen,Food,23,4.26472541,1473,9:30–17:577,Nil
TD-620,The Grammar Room,Food,21,4.314698311,1004,9:30–17:578,Nil
TD-621,Chaina Ram Sindhi Confectioners,Food,14,4.092316233,1673,9:30–17:579,Nil
TD-622,Sevilla - The Claridges,Food,20,4.014684392,1453,9:30–17:580,Nil
TD-623,Bo Tai,Food,11,4.324521961,1226,9:30–17:581,Nil
TD-624,Cafe Wink,Food,9,4.915526372,579,9:30–17:582,Nil
TD-625,Dum-Pukht - ITC Maurya,Food,24,4.253020147,513,9:30–17:583,Nil
TD-626,Burma Burma,Food,20,4.541751017,1615,9:30–17:584,Nil
TD-627,The Big Chill,Food,5,4.084034074,560,9:30–17:585,Nil
TD-628,Carnatic Cafe,Food,14,4.798505603,1351,9:30–17:586,Nil
TD-629,"Cocktails & Dreams, Speakeasy",Food,7,4.850514099,794,9:30–17:587,Nil
TD-630,Natural Ice Cream,Food,14,4.678267967,790,9:30–17:588,Nil
TD-631,Kuremal Mohan Lal Kulfi Wale,Food,9,4.343124638,927,9:30–17:589,Nil
TD-632,Juggernaut,Food,18,4.584209786,719,9:30–17:590,Nil
TD-633,Comorin,Food,17,4.292752805,1370,9:30–17:591,Nil
TD-634,Viet:Nom,Food,21,4.203018014,596,9:30–17:592,Nil
TD-635,Cafeteria & Co.,Food,16,4.644356364,627,9:30–17:593,Nil
TD-636,Sana-Di-Ge,Food,11,4.194636257,1139,9:30–17:594,Nil
TD-637,Pa Pa Ya,Food,17,4.618572741,1380,9:30–17:595,Nil
TD-638,Yum Yum Cha,Food,22,4.16332422,1696,9:30–17:596,Nil
TD-639,Coast Cafe,Food,11,4.040344951,1146,9:30–17:597,Nil
TD-640,PizzaExpress,Food,5,4.874464048,848,9:30–17:598,Nil
TD-641,The Big Chill Cakery,Food,23,4.524619666,757,9:30–17:599,Nil
TD-642,Music & Mountains - Hillside Cafe,Food,19,4.63409215,1153,9:30–17:600,Nil
TD-643,Gulati,Food,7,4.999969907,1491,9:30–17:601,Nil
TD-644,Olive Bar & Kitchen,Food,20,4.328593153,870,9:30–17:602,Nil
TD-645,The Grammar Room,Food,16,4.276351541,796,9:30–17:603,Nil
TD-646,Chaina Ram Sindhi Confectioners,Food,14,4.917258521,915,9:30–17:604,Nil
TD-647,Sevilla - The Claridges,Food,11,4.195620923,761,9:30–17:605,Nil
TD-648,Bo Tai,Food,12,4.612371029,1113,9:30–17:606,Nil
TD-649,Cafe Wink,Food,21,4.502453052,916,9:30–17:607,Nil
TD-650,Dum-Pukht - ITC Maurya,Food,12,4.644300432,1659,9:30–17:608,Nil
TD-651,Burma Burma,Food,0,4.006916702,1053,9:30–17:609,Nil
TD-652,The Big Chill,Food,13,4.126700198,763,9:30–17:610,Nil
TD-653,Carnatic Cafe,Food,17,4.195337395,1653,9:30–17:611,Nil
TD-654,"Cocktails & Dreams, Speakeasy",Food,3,4.712230868,953,9:30–17:612,Nil
TD-655,Natural Ice Cream,Food,12,4.627712189,559,9:30–17:613,Nil
TD-656,Kuremal Mohan Lal Kulfi Wale,Food,20,4.648354605,1055,9:30–17:614,Nil
TD-657,Juggernaut,Food,14,4.415728413,835,9:30–17:615,Nil
TD-658,Comorin,Food,14,4.735346473,802,9:30–17:616,Nil
TD-659,Viet:Nom,Food,17,4.147807606,1393,9:30–17:617,Nil
TD-660,Cafeteria & Co.,Food,15,4.36047233,1650,9:30–17:618,Nil
TD-661,Sana-Di-Ge,Food,15,4.924999962,1620,9:30–17:619,Nil
TD-662,Pa Pa Ya,Food,2,4.229229321,1399,9:30–17:620,Nil
TD-663,Yum Yum Cha,Food,1,4.353934705,1427,9:30–17:621,Nil
TD-664,Coast Cafe,Food,7,4.640055762,1520,9:30–17:622,Nil
TD-665,PizzaExpress,Food,25,4.842798428,953,9:30–17:623,Nil
TD-666,The Big Chill Cakery,Food,7,4.710582949,1281,9:30–17:624,Nil
TD-667,Music & Mountains - Hillside Cafe,Food,5,4.724402939,896,9:30–17:625,Nil
TD-668,Gulati,Food,8,4.81390796,788,9:30–17:626,Nil
TD-669,Olive Bar & Kitchen,Food,20,4.684957461,1047,9:30–17:627,Nil
